ef04b183 AISpellData
7a350724 IStringGetInstance
db7bbc6d IVectorGet
619401ea IVectorGetInstance
023f9fb3 IVfxMaterialDriver
d132d7b0 IVfxMaterialDriverInstance
3bf00ea0 IconElementData
f3b028db IconElementDataInstance
7242d99b IncBotCheat
cd06946c InsertIntoCustomTableBlock
89c36217 InsertIntoCustomTableBlockInstance
f1b26498 InstanceVarsTable
63d98ec3 InstanceVarsTableInstance
2a35e80a IntGet
0e3f16f5 IntGetInstance
5b7cf44d IntOffsetTableGet
3b407fca IntOffsetTableGetInstance
b97eb91e IntTableGet
a304cee9 IntTableGetInstance
278cc982 IntTableSet
828bd5bd IntTableSetInstance
d190a1e5 IntegratedValueFloat
f5c8b5b2 IntegratedValueFloatInstance
3661b2e2 IntegratedValueVector
4a8c08d3 InteractionData
40d64bd0 InteractionDataInstance
087188b5 IsAnimationPlayingDynamicMaterialBoolDriver
d77e49c2 IsAnimationPlayingDynamicMaterialBoolDriverInstance
0015aa86 IsCannonMinion
5be1fa21 IsCannonMinionInstance
fa49ffb7 IsDeadDynamicMaterialBoolDriver
66904bc4 IsDeadDynamicMaterialBoolDriverInstance
bd60ee1b IsEnemyDynamicMaterialBoolDriver
159d1f08 IsEnemyDynamicMaterialBoolDriverInstance
df4753bf IsSpecifiedUnitCastRequirement
f297367c IsSpecifiedUnitCastRequirementInstance
244c26e6 ItemData
e535c1de ItemDataBuild
851af275 ItemDataClient
e26d7082 ItemDataClientInstance
90697a81 ItemDataInstance
f4613a84 ItemDataModifiable
ab71da5f ItemDataModifiableInstance
3b2ddd39 ItemGroup
da2b8486 ItemGroupInstance
7db9ab0b ItemModifier
9fd82678 ItemModifierInstance
bbd81d5f ItemSlotHasChargesCastRequirement
9aaf8f1c ItemSlotHasChargesCastRequirementInstance
aeae0877 Joint
4ccf9584 JointInstance
b5c1b6ad JointSnapEventData
f3b1f72a JointSnapEventDataInstance
b375545f JointSnapRigPoseModifilerData
b45ca61c JointSnapRigPoseModifilerDataInstance
293abb5a KillAllTurretsCheat
c22c2bc5 KillAllTurretsCheatInstance
30eeda78 LearnedSpellDynamicMaterialBoolDriver
553e4ba3 LearnedSpellDynamicMaterialBoolDriverInstance
b4c4e463 LerpMaterialDriver
4a382a20 LerpMaterialDriverInstance
4388bb90 LinearTransformProcessorData
db961a4b LinearTransformProcessorDataInstance
38dd884c LiveFeatureToggles
af31eaf7 LiveFeatureTogglesInstance
c7dcf45f LoLFeatureToggles
6a18461c LoLFeatureTogglesInstance
dd4505cb LoLSpellPreloadData
a152ff38 LoLSpellPreloadDataInstance
f53884fe LoLSpellScriptInstance
428beb52 LoadScreenTip
be0dceb0 LoadScreenTipConfiguration
71ac2b6b LoadScreenTipConfigurationInstance
508c53cd LoadScreenTipInstance
f725cf62 LoadScreenTipSet
6b52819d LoadScreenTipSetInstance
df58e9c6 LoadingScreenSettings
d3be7d61 LoadingScreenSettingsInstance
ea452f2f LoadoutFeatureData
16f040ac LoadoutFeatureDataInstance
3c136fac LocaleRarityOverride
c1133f98 LockRootOrientationEventData
0b9ac9c3 LockRootOrientationEventDataInstance
328299fa LockRootOrientationRigPoseModifierData
ed042565 LockRootOrientationRigPoseModifierDataInstance
69dae321 LolSpellScript
dfa2efb1 Map
b36da9ac MapAudioDataProperties
d7710257 MapAudioDataPropertiesInstance
6a4a3409 MapBakeProperties
e1530ed6 MapBakePropertiesInstance
0bdd6bac MapCharacterList
38d70457 MapCharacterListInstance
044f9e6c MapComponent
8ee3ac17 MapComponentInstance
dde8c114 MapContainer
08c2192f MapContainerInstance
f3726d48 MapGroup
c4fa034e MapInstance
a844df61 MapLocator
acfa07ea MapLocatorArray
6604a5d5 MapLocatorArrayInstance
c1ad6f3e MapLocatorInstance
592ef6c3 MapParticle
48d3750b MapParticleGroups
ea213078 MapParticleGroupsInstance
616f2180 MapParticleInstance
223400cf MapPerInstanceInfo
6f10dd4c MapPerInstanceInfoInstance
598b82e8 MapPlaceable
0aa73f93 MapPlaceableInstance
022e6e77 MapPointLight
5c36bb84 MapPointLightInstance
27d3eaaf MapPointLightType
896aec2c MapPointLightTypeInstance
cd19ef3c MapSkin
38f16a3e MapSkinColorizationPostEffect
01478409 MapSkinColorizationPostEffectInstance
d7d66467 MapSkinInstance
169a2f9c MapSunProperties
09fb9fc7 MapSunPropertiesInstance
d3e01da6 MapTerrainPaint
56792541 MapTerrainPaintInstance
2b3c2139 MaskData
db3e4886 MaskDataInstance
f537d9e7 MasteryBadgeConfig
8c1f38b4 MasteryBadgeConfigInstance
4fb68ac5 MasteryBadgeData
99516692 MasteryBadgeDataInstance
1e23331e MasteryData
d6028241 MaxAllSkillsCheat
7a6e1f1e MaxAllSkillsCheatInstance
0006516a MaxMaterialDriver
03609f55 MaxMaterialDriverInstance
064c011f MicroTicksPerTickData
f7c852dc MicroTicksPerTickDataInstance
3607cf10 MinMaterialDriver
29b41dcb MinMaterialDriverInstance
a1ad51c0 MinimapBackground
2acfe5ae MinimapBackgroundConfig
267fea39 MinimapBackgroundConfigInstance
e85065fb MinimapBackgroundInstance
1f333e8c MinimapData
21138837 MinimapDataInstance
1f4e4c65 MinimapIcon
0391d360 MinimapIconColorData
db64ab9b MinimapIconColorDataInstance
78013032 MinimapIconInstance
de7e62fc MinimapIconTextureData
25d0b727 MinimapIconTextureDataInstance
7ae98a84 MinimapPingData
e8b42a5f MinimapPingDataInstance
7f5874f9 MinimapPingEffectAndTextureData
5c9ce946 MinimapPingEffectAndTextureDataInstance
6b7b7720 MinimapPingEffectDefinition
e8f0215b MinimapPingEffectDefinitionInstance
e3e052fb MinimapPingTypeContainer
0d9a30e8 MinimapPingTypeContainerInstance
dca199c7 MissileAttachedTargetingDefinition
0fd11294 MissileAttachedTargetingDefinitionInstance
160b1b1e MissileBehaviorSpec
cb7b70e9 MissileBehaviorSpecInstance
3e06357d MissileGroupSpawnerSpec
173b50ba MissileGroupSpawnerSpecInstance
6b2cfb7d MissileMovementSpec
52b4d6ba MissileMovementSpecInstance
6e763190 MissileRenderSpec
38fc504b MissileRenderSpecInstance
bffcb1fc MissileSpecification
0569e627 MissileSpecificationInstance
684792b0 MissileVisibilitySpec
16da6f6b MissileVisibilitySpecInstance
f290add3 MouseOverEffectData
27aa90d0 MouseOverEffectDataInstance
9082cc09 MultiLineTextElementData
6706a6d6 MultiLineTextElementDataInstance
6630947b MusicAudioDataProperties
f3c12268 MusicAudioDataPropertiesInstance
332eb441 NamedDataValueCalculationPart
d5ae911e NamedDataValueCalculationPartInstance
397d31a9 NeutralTimerData
f378db76 NeutralTimerDataInstance
0dbecd85 NeutralTimerSourceIconData
b22d5652 NeutralTimerSourceIconDataInstance
4c7bb73e NeutralTimers
05ae7109 NeutralTimersInstance
321d6e25 NextBuffVarsTable
b36e92f2 NextBuffVarsTableInstance
77f1af88 NextSpellVarsTable
c6c20233 NextSpellVarsTableInstance
d5a6ab25 NotMaterialDriver
d2c26ff2 NotMaterialDriverInstance
a855e6b2 NotScriptCondition
f8eda32d NotScriptConditionInstance
7a42f079 NullMovement
042b54c6 NullMovementInstance
1879879d NumberFormattingBehavior
99d7e373 NumberFormattingData
25210743 ObjectTags
4042c200 ObjectTagsInstance
c8898924 OneTrueMaterialDriver
6ec3a7ff OneTrueMaterialDriverInstance
18fea228 OrScriptCondition
97af23d3 OrScriptConditionInstance
351922b3 OverridePerkSelectionSet
b9d9bab0 OverridePerkSelectionSetInstance
2160b3ec ParallelClipData
4a91f197 ParallelClipDataInstance
f2b2e7c1 ParametricClipData
9855b49e ParametricClipDataInstance
c8fbfa9f ParametricPairData
678dfc5c ParametricPairDataInstance
0542d41d ParticleEventData
83ec465a ParticleEventDataInstance
5dd693f9 ParticleEventDataPair
975fe846 ParticleEventDataPairInstance
54206ba9 PassThroughParamsTable
ef095576 PassThroughParamsTableInstance
1f728d34 PauseCheat
b6f03cdd Perk
3d7822a4 PerkBuff
b5fbf17f PerkBuffInstance
5ae18e0f PerkConfig
c0d4dc8c PerkConfigInstance
b523f61a PerkInstance
5a708f9f PerkReplacement
dfe0315c PerkReplacementInstance
898fff67 PerkReplacementList
16e68e34 PerkReplacementListInstance
1ddec1f2 PerkScript
a4e7a4a2 PerkScriptData
af2fccdd PerkScriptDataInstance
95c2716d PerkScriptInstance
0dda70a9 PerkSlot
ccdefa76 PerkSlotInstance
0e56cd5e PerkStyle
9c8c5d29 PerkStyleInstance
ba68ded1 PerkSubStyleBonus
f77a936e PerkSubStyleBonusInstance
1c081003 PhysicsMovement
1cdb6bc0 PhysicsMovementInstance
5acfdf50 PlatformSpellInfo
9160350b PlatformSpellInfoInstance
a66424c6 PresetAnimatorCheat
09b5d357 PresetEnvironmentArtCheat
3ab46af0 PrototypeAkaliWMissileRender
3cae34ab PrototypeAkaliWMissileRenderInstance
bad95a7a RScript
222275e5 RScriptInstance
f663c272 RandomChanceScriptCondition
8a9701ed RandomChanceScriptConditionInstance
312f4782 RecSpellRankUpInfo
cb4013bd RecSpellRankUpInfoInstance
29727fa5 RecallDecalData
48645472 RecallDecalDataInstance
02a6daa3 RecallSkinUpgrade
f8ca5e60 RecallSkinUpgradeInstance
8842b9ae RegaliaData
22df6f20 RegionSettings
9ddb195b RegionSettingsInstance
94315a01 RegionsThatAllowContent
454321de RegionsThatAllowContentInstance
42c29efb ReloadScriptsCheat
02e32738 ReloadWWiseCheat
a9f7c49f RemapFloatMaterialDriver
61f9065c RemapFloatMaterialDriverInstance
a90263ef RemoveFromCustomTableBlock
6572956c RemoveFromCustomTableBlockInstance
fbfd48ce RenderStyleData
19315b59 RenderStyleDataInstance
784718b8 ReportGoldCheat
63a7b8ed ResetFirstBloodCheat
da0bc105 ResetGoldCheat
59f539d2 ResetGoldCheatInstance
ef3a0f33 ResourceResolver
0c5bb730 ResourceResolverInstance
20893a59 ReturnToCasterOnMovementComplete
85eb97a6 ReturnToCasterOnMovementCompleteInstance
55063179 RigResource
4d75b5c6 RigResourceInstance
6c1b4bfe SHData
ecd6cec9 SHDataInstance
60b637a4 SameTeamCastRequirement
3fc7a67f SameTeamCastRequirementInstance
aae83c5b SceneData
be3f9448 SceneDataInstance
dbf27281 ScriptCheat
f5beca5e ScriptCheatInstance
2aeacee8 ScriptCommentBlock
31240b93 ScriptCommentBlockInstance
be608a4c ScriptGlobalProperties
44d32cf7 ScriptGlobalPropertiesInstance
2f787f62 ScriptPreloadCharacter
0d4b319d ScriptPreloadCharacterInstance
4ed185cf ScriptPreloadModule
08ba024c ScriptPreloadModuleInstance
cda73dbd ScriptPreloadParticle
4c00fbfa ScriptPreloadParticleInstance
a17b7dff ScriptPreloadSpell
0c1ee8bc ScriptPreloadSpellInstance
a687a6a3 ScriptSequence
d078aa60 ScriptSequenceInstance
24f32dbe ScriptTable
22383aea ScriptTableGet
eaf638d5 ScriptTableGetInstance
a88e3789 ScriptTableInstance
f6b622c6 ScriptTableSet
07e9d661 ScriptTableSetInstance
a270293a SecondaryResourceDisplayFractional
ea1001a5 SecondaryResourceDisplayFractionalInstance
49f4b8ca SelectorClipData
beb722b5 SelectorClipDataInstance
6d8884b8 SelectorPairData
7c2ed8e3 SelectorPairDataInstance
645ba277 Self
ea5c9896 SelfAoe
8d30a7c0 SequencerClipData
97287bfb SequencerClipDataInstance
86e7be2a SetKeyValueInCustomTableBlock
0f670515 SetKeyValueInCustomTableBlockInstance
3e9d7b55 SetRespawnTimerCheat
80f1cd62 SetRespawnTimerCheatInstance
bc67870e SetVarInTableBlock
00f59899 SetVarInTableBlockInstance
14a2befa ShaderLogicalParameter
05e3ea65 ShaderLogicalParameterInstance
816753d8 ShaderPhysicalParameter
cd4c0c03 ShaderPhysicalParameterInstance
60a292e6 ShaderStaticSwitch
55a16681 ShaderStaticSwitchInstance
31d1e223 ShaderTexture
5c9ed5e0 ShaderTextureInstance
947b858f ShowObjectsCheat
f4dc8ec5 ShowServerMissilesCheat
312aaf93 SineMaterialDriver
1bac3390 SineMaterialDriverInstance
f009b64a SinusoidalHeightSolver
7efe5035 SinusoidalHeightSolverInstance
426d89a3 SkinAnimationProperties
3b57ed60 SkinAnimationPropertiesInstance
8f7b194f SkinAudioProperties
afd285cc SkinAudioPropertiesInstance
9b67e9f6 SkinCharacterDataProperties
201d5d11 SkinCharacterDataPropertiesInstance
33068165 SkinCharacterDataProperties_CharacterIdleEffect
736b0532 SkinCharacterDataProperties_CharacterIdleEffectInstance
f7fd1497 SkinCharacterMetaDataProperties
fca49aa4 SkinCharacterMetaDataPropertiesInstance
530b4b47 SkinCharacterMetaDataProperties_SpawningSkinOffset
4dcf7414 SkinCharacterMetaDataProperties_SpawningSkinOffsetInstance
7ba9ed2e SkinEmblem
d2e361b9 SkinEmblemInstance
6111d8a4 SkinMeshDataProperties
4d56677f SkinMeshDataPropertiesInstance
8b7a4394 SkinMeshDataProperties_MaterialOverride
5a716baf SkinMeshDataProperties_MaterialOverrideInstance
f3336b38 SkinSummonerEmoteLoadout
f9400f63 SkinSummonerEmoteLoadoutInstance
68f2b69c SkinUpgradeData
a87e06c7 SkinUpgradeDataInstance
9c566034 SoundEventData
22fdb34f SoundEventDataInstance
c7d4634c SpawnBotCheat
ca0563ed SpawnBotClientCheat
5c9e06d9 SpawnMinionCheat
a088b090 SpawnMinionClientCheat
5a999f4b SpawnSkinUpgrade
d7b148b8 SpawnSkinUpgradeInstance
5fd4b293 SpawningUIDefinition
59b39690 SpawningUIDefinitionInstance
b5adf3b2 SpellCalculation
4b1a502d SpellCalculationInstance
43368569 SpellDataResource
7dd1a902 SpellDataResourceClient
5fdd253d SpellDataResourceClientInstance
90579736 SpellDataResourceInstance
005008a6 SpellDataValue
a41b7041 SpellDataValueInstance
92d4987c SpellEffectAmount
28481ca7 SpellEffectAmountInstance
9b601778 SpellLevelUpInfo
307a28a3 SpellLevelUpInfoInstance
7640880c SpellModifier
5e7e5a06 SpellObject
600119a1 SpellObjectInstance
bc49afde SpellRankUpRequirements
7d690fa9 SpellRankUpRequirementsInstance
5815b0a9 StatByCoefficientCalculationPart
9b423a76 StatByCoefficientCalculationPartInstance
5f5c70a4 StatByNamedDataValueCalculationPart
5b5bff7f StatByNamedDataValueCalculationPartInstance
bc2357b4 StatStoneCategory
ed237fc4 StatStoneData
2be1af9f StatStoneDataInstance
96766ff4 StatStoneSet
127798fd StatUIData
c145a43a StatUIDataInstance
735b4c95 StaticMaterialChildTechniqueDef
d602cea2 StaticMaterialChildTechniqueDefInstance
ff9d3409 StaticMaterialDef
ee060ed6 StaticMaterialDefInstance
8537d0c2 StaticMaterialPassDef
55a2c9fd StaticMaterialPassDefInstance
de480eef StaticMaterialShaderParamDef
e8e2a06c StaticMaterialShaderParamDefInstance
0904b150 StaticMaterialShaderSamplerDef
321d470b StaticMaterialShaderSamplerDefInstance
0e2212a1 StaticMaterialSwitchDef
0c86247e StaticMaterialSwitchDefInstance
060a4413 StaticMaterialTechniqueDef
4919d810 StaticMaterialTechniqueDefInstance
dbc5c2a4 StringGet
8c5d917f StringGetInstance
f04c3008 StringTableGet
109c12b3 StringTableGetInstance
d56801d4 StringTableSet
0c5ac0ef StringTableSetInstance
bcf56e70 SubmeshVisibilityEventData
fadc282b SubmeshVisibilityEventDataInstance
743d2a1b SummonerEmote
1e44db08 SummonerEmoteInstance
1e4b24c6 SummonerEmoteSettings
2fdd1861 SummonerEmoteSettingsInstance
a5efff10 SummonerIconData
f3476533 SummonerSpellPerkReplacement
1afdcd30 SummonerSpellPerkReplacementInstance
b3ac19bb SummonerSpellPerkReplacementList
ac6850a8 SummonerSpellPerkReplacementListInstance
2c26c305 SurrenderTypeData
707977c0 SwapChampionCheat
b8bb4bfb SwapChampionCheatInstance
ce3d6255 SwitchCase
e2479462 SwitchCaseInstance
ab8dec42 SwitchMaterialDriver
45f0cf7a SwitchMaterialDriverElement
19938ae5 SwitchMaterialDriverElementInstance
2670d57d SwitchMaterialDriverInstance
e435625b SwitchScriptBlock
284b7a48 SwitchScriptBlockInstance
1c8f9f13 SyncCircleMovement
280f9310 SyncCircleMovementInstance
666aa92d SyncGroupData
cdf6b9aa SyncGroupDataInstance
7fa97211 SyncedAnimationEventData
1d9809ae SyncedAnimationEventDataInstance
40ad689f SyncedAnimationRigPoseModifierData
5b3f2a5c SyncedAnimationRigPoseModifierDataInstance
304496f1 TFTCharacterRecord
70a5b708 TableValueExistsScriptCondition
fc3f79b3 TableValueExistsScriptConditionInstance
1d36d6a8 TargetLaserComponentEffects
62e96853 TargetLaserComponentEffectsInstance
4c35e652 TargeterDefinition
0de90522 TargeterDefinitionAOEInstance
e23b3315 TargeterDefinitionAoe
bc6ed2a6 TargeterDefinitionArc
db097a41 TargeterDefinitionArcInstance
87f69f01 TargeterDefinitionCone
0b4c06de TargeterDefinitionConeInstance
be9aaecd TargeterDefinitionInstance
3402fe40 TargeterDefinitionLine
6cdf227b TargeterDefinitionLineInstance
188c3d09 TargeterDefinitionMinimap
422d37d6 TargeterDefinitionMinimapInstance
072c0cfa TargeterDefinitionMultiAOE
cb88f865 TargeterDefinitionMultiAOEInstance
047acadf TargeterDefinitionRange
938a6c9c TargeterDefinitionRangeInstance
ee1daa22 TargeterDefinitionSkipTerrain
c0b1025d TargeterDefinitionSkipTerrainInstance
27e955c3 TargeterDefinitionSpline
2fb66080 TargeterDefinitionSplineInstance
628b8dca TargeterDefinitionWall
983397b5 TargeterDefinitionWallInstance
7c972275 TeamBuffData
ac9d3cf9 TempTable
350f16ae TerrainType
9c5792f6 TextElementData
37b92611 TextElementDataInstance
eef72ed0 TextureAndColorData
e071f48b TextureAndColorDataInstance
62ff42f4 TftEffectAmount
d186c31a TftItemData
a2d042b0 TftMapSkin
e52b8f5d TftShopData
3bea5b98 TftSurrenderCheat
6f870247 TftTraitData
3d7f07ef TimeBlendData
ee5fb96c TimeBlendDataInstance
f36e13f7 TimeMaterialDriver
49559104 TimeMaterialDriverInstance
1265278a TimeMultiplierCheat
1466c675 TimeMultiplierCheatInstance
77e4ed8d ToggleBarracksCheat
6736170a ToggleBarracksCheatInstance
843f7edb ToggleBuffCheat
d6aca6c8 ToggleBuffCheatInstance
944d2643 ToggleDebugMessagescheat
df6a8659 ToggleInvulnerableCheat
882a63a6 ToggleInvulnerableCheatInstance
a7fab94b TogglePlantFastRespawnCheat
b3dba2b8 TogglePlantFastRespawnCheatInstance
b5b0ef71 ToggleRegenCheat
0076300e ToggleRegenCheatInstance
a6b5ba1b ToggleTeamCheat
ed3f6b08 ToggleTeamCheatInstance
19ac04e1 ToolAlternateForm
b11164b7 ToolEducationData
39bf50c4 ToolEducationDataInstance
08604b90 ToolPassiveData
0e5884de ToolSoundData
9d41092e ToolSpellDesc
b27d5b93 TooltipFormat
a1285f90 TooltipFormatInstance
861ebb6b TooltipInstance
5eaafbf6 TooltipInstanceBuff
0170af11 TooltipInstanceBuffInstance
9b4e4dd8 TooltipInstanceInstance
fb33f2f3 TooltipInstanceList
9a1b3505 TooltipInstanceListElement
cbff2dd2 TooltipInstanceListElementInstance
f76289f0 TooltipInstanceListInstance
a4e13b57 TooltipInstanceSpell
33c9c364 TooltipInstanceSpellInstance
96ff48b9 ToonInkingFilterParams
a28ee006 ToonInkingFilterParamsInstance
982a3d24 TrackData
0946dbff TrackDataInstance
54588ac6 TrackMouseMovement
1620ad7f TransitionClipBlendData
e18a883c TransitionClipBlendDataInstance
17bf4ce7 TransitionMissileSpecification
d6420bb4 TransitionMissileSpecificationInstance
ff256668 TriggerFromScript
b94b2351 TriggerOnDelay
1ab2045f TriggerOnHit
4621cb67 TrophyData
cc65da34 TrophyDataInstance
f11bdc61 TrophyPedestalData
ca470c3e TrophyPedestalDataInstance
4bebf6c1 UnitStatusData
f441a39e UnitStatusDataInstance
e7ae6ff1 UnitStatusPriorityList
b553408e UnitStatusPriorityListInstance
eb9fa022 UpdaterData
debbb85d UpdaterDataInstance
5506262a UpdaterResourceData
51ea6d15 UpdaterResourceDataInstance
f4729554 UseableData
5cf4446f UseableDataInstance
7b7fe650 VOMarkerEvent
c1aa1c0b VOMarkerEventInstance
8d574919 VOMarkerEvents
c04aaf66 VOMarkerEventsInstance
074f91dd ValueColor
a6f8eb1a ValueColorInstance
04300058 ValueFloat
fdadc883 ValueFloatInstance
0035352e ValueProcessorData
e08fa9b9 ValueProcessorDataInstance
8fb30c01 ValueVector
68a8e4ee VectorGet
61a1db79 VectorGetInstance
9dd901f2 VectorTableGet
32c4b16d VectorTableGetInstance
92f4ecee VectorTableSet
1466e379 VectorTableSetInstance
98ab9d42 VelocityDynamicMaterialFloatDriver
ccf3a67d VelocityDynamicMaterialFloatDriverInstance
ece61617 VeritcalFacingMatchVelocity
17bc4c24 VeritcalFacingMatchVelocityInstance
cb4c4703 VertexAnimationRigPoseModifierData
dc0f82c0 VertexAnimationRigPoseModifierDataInstance
22673575 VerticalFacingFaceTarget
d91f1382 VerticalFacingFaceTargetInstance
e7f84a3d VerticalFacingType
0097187a VerticalFacingTypeInstance
5e842b9b VfxAlphaErosionDefinitionData
bc7a8c88 VfxAlphaErosionDefinitionDataInstance
4349c5f5 VfxAnimatedColorVariableData
6a733402 VfxAnimatedColorVariableDataInstance
fe064c88 VfxAnimatedFloatVariableData
32ad3f33 VfxAnimatedFloatVariableDataInstance
b06f3ba9 VfxAnimatedVector
f627e1a2 VfxAssetRemap
1c1aa9dd VfxAssetRemapInstance
1fb8df09 VfxBeamDefinitionData
210c19d6 VfxBeamDefinitionDataInstance
969aee94 VfxChildIdentifier
b41c76af VfxChildIdentifierInstance
b520045a VfxChildParticleSetDefinitionData
89d194c5 VfxChildParticleSetDefinitionDataInstance
2bf817b1 VfxColorOverLifeMaterialDriver
5dcc2b4e VfxColorOverLifeMaterialDriverInstance
49d51b69 VfxDistortionDefinitionData
1a72ed36 VfxDistortionDefinitionDataInstance
bfc2e133 VfxEmissionSurfaceData
45ecc930 VfxEmissionSurfaceDataInstance
09cde442 VfxEmitterDefinitionData
01b7cd7d VfxEmitterDefinitionDataInstance
0a94f3d4 VfxFieldAccelerationDefinitionData
46f3f2ef VfxFieldAccelerationDefinitionDataInstance
1a7617fd VfxFieldAttractionDefinitionData
5935033a VfxFieldAttractionDefinitionDataInstance
bbc023b8 VfxFieldCollectionDefinitionData
745b57e3 VfxFieldCollectionDefinitionDataInstance
e750fae2 VfxFieldDragDefinitionData
61879d1d VfxFieldDragDefinitionDataInstance
634db850 VfxFieldNoiseDefinitionData
96202e0b VfxFieldNoiseDefinitionDataInstance
b67aee6f VfxFieldOrbitalDefinitionData
d7e1efec VfxFieldOrbitalDefinitionDataInstance
51d3dcdc VfxFloatOverLifeMaterialDriver
c039d307 VfxFloatOverLifeMaterialDriverInstance
d9b82e87 VfxMaterialOverrideDefinitionData
d5ae0f54 VfxMaterialOverrideDefinitionDataInstance
6a88780b VfxMeshDefinitionData
91939378 VfxMeshDefinitionDataInstance
823969e6 VfxMigrationResources
1adc1d81 VfxMigrationResourcesInstance
a8ad8317 VfxPaletteDefinitionData
9ae45924 VfxPaletteDefinitionDataInstance
4beb81fd VfxPrimitiveArbitraryQuad
75adad3a VfxPrimitiveArbitraryQuadInstance
27d39da0 VfxPrimitiveArbitrarySegmentBeam
fd1697db VfxPrimitiveArbitrarySegmentBeamInstance
5705625a VfxPrimitiveArbitraryTrail
2444b2c5 VfxPrimitiveArbitraryTrailInstance
a4aea2a5 VfxPrimitiveAttachedMesh
bf21d772 VfxPrimitiveAttachedMeshInstance
e29392e1 VfxPrimitiveBase
fdef12be VfxPrimitiveBaseInstance
68753673 VfxPrimitiveBeam
dd58e77e VfxPrimitiveBeamBase
cdfc5a49 VfxPrimitiveBeamBaseInstance
5858bd70 VfxPrimitiveBeamInstance
96ddbc74 VfxPrimitiveCameraQuad
b7c1ee8f VfxPrimitiveCameraQuadInstance
f14fefab VfxPrimitiveCameraSegmentBeam
f7198018 VfxPrimitiveCameraSegmentBeamInstance
287851b9 VfxPrimitiveCameraTrail
b6800906 VfxPrimitiveCameraTrailInstance
1df1368c VfxPrimitiveCubeProjection
6e988037 VfxPrimitiveCubeProjectionInstance
8594e839 VfxPrimitiveMesh
fc395264 VfxPrimitiveMeshBase
7320aa3f VfxPrimitiveMeshBaseInstance
d988ef86 VfxPrimitiveMeshInstance
e9945dad VfxPrimitivePlanarProjection
14d27e2a VfxPrimitivePlanarProjectionInstance
e4748b84 VfxPrimitiveProjectionBase
79fe4b5f VfxPrimitiveProjectionBaseInstance
a14bd4d0 VfxPrimitiveRay
2cf55a8b VfxPrimitiveRayInstance
2185818d VfxPrimitiveTrailBase
efd52b0a VfxPrimitiveTrailBaseInstance
53a6c97e VfxProbabilityTableData
96e47c49 VfxProbabilityTableDataInstance
0f743d03 VfxProjectionDefinitionData
af8038c0 VfxProjectionDefinitionDataInstance
4112ea83 VfxReflectionDefinitionData
34d71640 VfxReflectionDefinitionDataInstance
77cf93a8 VfxShape
5bbcc553 VfxShapeInstance
2adf4b75 VfxSineMaterialDriver
d6c3e982 VfxSineMaterialDriverInstance
1daa3fb0 VfxSoftParticleDefinitionData
a3c5bc6b VfxSoftParticleDefinitionDataInstance
a8eb52f4 VfxSpawnConditions
45cd899f VfxSystemDefinitionData
71a26b5c VfxSystemDefinitionDataInstance
00c2a390 VfxTrailDefinitionData
a525024b VfxTrailDefinitionDataInstance
a36e0358 WadFileDescriptor
aac92b83 WadFileDescriptorInstance
8fa548d5 WallFollowMovement
23641a85 WallSlidingPrototype
010f4352 WallSlidingPrototypeInstance
fa33b8e8 WardSkinDisabler
a2603593 WardSkinDisablerInstance
54726d4b WorldVarsTable
8f15d6b8 WorldVarsTableInstance
