80333f35 10Year
1a8c52fb Crab_Dance
ddfba0a8 Crab_Dash
c442030f Crab_Dash_Out
31a504fd Crab_Flee_toRun
448a6eb4 Crab_Hide
36604857 Crab_Idle_toRun
8e2af1bf Crab_Run_toFlee
36b514cb Crab_Spawn
1e3767a4 Crab_Stun
d8aa9010 Crest
9654058d Crit
624506f4 Crit1
4914474b Crit1_Fast
65450bad Crit2
6df00cac Crit2_Fast
33c3f261 CritAmp
268f634e CritAmpPercent
af712bb7 CritArmorPen
70fa45de CritBaseMult
bac7073c CritBonus
f7adf19d CritBonusDamage
7d85e49d CritBuffPercent
3abb8549 CritChance
6206546d CritChanceAmp
9f2eb1e2 CritChanceAmpPercent
83e57a31 CritChanceMaxAmp
1707c2e4 CritChancePerStepForTooltip
1490e87d CritConversion
9be8fd38 CritDamage
704d9ccc CritDamageMod
38a800d7 CritDamageModTooltip
8613a876 CritDamageMult
fac6a77b CritDamageRatio
8886cc29 CritDamageReduction
c63cd534 CritDamageScalar
ecb9c76f CritDmg
8aa567ba CritLifesteal
286d993b CritMod
02075d4c CritMoveSpeedPercent
34c4353e CritMultiplier
762f94f2 CritPercentIncrease
ddf2b71c CritRatio
79a4455a CritReduction
3fef9eaa CritScaling
7a3a34d0 CritThreshold
9f056571 Crit_Arms
581577bb Crit_Base
5b5bf5d0 Crit_Beard
c0941c0f Crit_Bwd
96202f9b Crit_Default
33d351d3 Crit_End
dba8fd4c Crit_Fast
ebcfe113 Crit_Fwd
dd32a8e4 Crit_Gloves
16c9885e Crit_Hair
00732e87 Crit_Hit
d9406f43 Crit_INTO_Idle
bd8403a0 Crit_INTO_Walk
5ae8aae0 Crit_Idle
0e5f18b9 Crit_In
e1d47bd3 Crit_Left
3f06e50c Crit_Low
e144feda Crit_Out
9b8d7b63 Crit_Passive
f7bf66c9 Crit_Passive_Hit
91e8f0d8 Crit_Passive_Start
2451db5c Crit_Right
66b1d236 Crit_Start
32557be1 Crit_ToIdle
88254381 Crit_Ult
462b0526 Crit_to_idle
d28120f9 Crit_to_run
92455284 Crita
9545573d Critb
944555aa Critc
385e0169 CriticalDamage
34ea9c90 Crown
1ffae810 CrownHide
4594fdc9 Crystal
094d6e51 CrystalAS
1144808d CrystalMS
713f6850 CrystalScar
fa56340f Cup
2abb3b46 CupSubmesh
780548f3 CurrentCritDamage
34b7330b CurrentExecutionThreshold
613ad7d2 CurrentGloryAP
16a7e1a7 CurrentMythicBonus
3f481d8f CurrentMythicBonus2
d01f58b4 CurrentSoulBonus
1ef0f42c Cursor_Moveto
b6322d58 CyberneticAD
76882e8f CyberneticHealth
9ec703f1 Cycle
6d5b6aa4 DOOMBOTSTEEMO
e22a4dfe DPS
471cad93 DR
b53fb400 DRPercent
ebc537b5 DRReductionPercent
ce3c7733 D_Attack1
cf3c78c6 D_Attack2
5ccc7f1f D_Attack_to_Idle
01f2e716 D_Attack_to_Run
db8fcdf0 D_Idle_In
9e9b1680 D_Run_Fast
aaf5ac4e D_Run_Homeguard
38fc83dd D_Spell1
718360f4 D_Spell1A
fdf9418b D_Spell1A_to_Idle
b3bdc782 D_Spell1A_to_Run
748365ad D_Spell1B
878ca6c6 D_Spell1B_to_Idle
f50c7c19 D_Spell1B_to_Run
bf557b16 D_Spell1_to_Idle
35fc7f24 D_Spell2
eb9bda9b D_Spell2_to_Idle
b95bd672 D_Spell2_to_Run
f54f7313 DaggerCooldownReduction
509b8f12 DaggerOmnivamp
6d4b628b Daised
0e172b84 DaisyAD
1005e589 DaisyHP
7afd1c68 DaisyResists
59e94c40 Damage
fb4355e3 Damage1
fc435776 Damage2
fd435909 Damage3
fe435a9c Damage4
05148a7c DamageAmount
0d289173 DamageAmountPerCritPoint
6efd2d69 DamageAmountPerCritStep
4c67d4fe DamageAmp
6689e9ad DamageAmpPct
907723a5 DamageAmpRatio
d8f53a85 DamageBase
288ff49f DamageBeam
02f8c2f7 DamageBonus
fe409784 DamageBonusPVE
c9e3357d DamageCalc
23f2b648 DamageCap
1976b078 DamageConversion
1edc845d DamageConversionBase
90309d78 DamageConversionPercentage
33042273 DamageCumulative
ed325470 DamageDone
26aa1808 DamageFinal
d2546436 DamageFloor
92037b9e DamageFrequency
bc2cb061 DamageIfThreeSpheres
cc4e6814 DamageInc
19ca4a22 DamageIncMax
23b6d228 DamageIncMin
2ce880cb DamageIncPct
37903f7d DamageIncPercent
cf7f7148 DamageIncrease
d50b4559 DamageIncreasePercent
0f5e9c98 DamageInstances
5fb9bd8e DamageMax
ce4ed7c0 DamageMaxTotal
71cd619c DamageMin
c9e8f369 DamageModifier
292d829e DamageMult
4d3274b7 DamageMultiplier
f4ce39ab DamageOnHitCalc
cabbc3d1 DamageOneBase
c4e733f5 DamagePenalty
a6720f5f DamagePerBounce
c8f46cbf DamagePerBullet
bbfb0a87 DamagePerBulletWithCrit
be50e58c DamagePerHPValue
f7da7f38 DamagePerHit
56237ed0 DamagePerPulse
faeb494f DamagePerSecond
968dece7 DamagePerSecondMax
dde89977 DamagePerSecondTotal
dbf2b7a7 DamagePerShot
12493b62 DamagePerSoulEssence
4a1e42e2 DamagePerSphere
ef37922d DamagePerStrike
8800309a DamagePerSubsequentBounce
f96b5c0a DamagePerTarget
bbd98b36 DamagePerTick
2fa2a543 DamagePerTickCalc
2f2bd452 DamagePerTickCalcTooltip
2fd7087e DamagePerWave
bcf3fecc DamagePerc
994018d1 DamagePercent
e6b1bfb2 DamagePercentHealthTooltip
55672b05 DamageProcCalc
b68798a6 DamageRadius
049f8e33 DamageRatio
93e90476 DamageRatioAD
87e8f192 DamageRatioAP
c1154e11 DamageReduction
129e7a88 DamageReductionAOTooltip
403da869 DamageReductionBounce
8a0d83e8 DamageReductionCalc
864c648c DamageReductionCalcAO
db52bb01 DamageReductionDuration
5064373e DamageReductionPercent
855576dc DamageReductionTOOLTIP
ba76a9bd DamageReflection
21e3fd66 DamageReturn
0e2895a5 DamageStorageMax
428c1fa9 DamageSubsequent
670d335b DamageToDeal
115b1482 DamageToMaxHealthRatio
0ce06f16 DamageToMinions_Scaling
703c0bab DamageTooltip
71ba3322 Damage_Hit
3eef6730 Damage_Hurt
f815289c Dance
981caad3 DanceIn
589c6ca2 DanceLoop
6bacadf0 DanceVfx
dcd55dde Dance_Arms
5c7d1c24 Dance_Base
daa09061 Dance_Beard
64bd4839 Dance_Enter
baeeb75d Dance_Hair
e9e15d7a Dance_In
7ce465ff Dance_Into
0bbb0d85 Dance_Intro
f07c6cff Dance_LOOP_ICE
1fcb6757 Dance_Loop
7b906ed4 Dance_Spam
7e7cebd5 Dance_Spin
1373ac9b Dance_Start
9c973f7e Dance_Transition
82d5e184 Dance_Ult
191ab5ec Dance_Ult_Base
be18bda2 Dance_Ult_IN
caa6e196 Dance_Windup
03ca773d Darius_BA
06b96c9d Darius_BA2
308cc68a Darius_BA_Crit
86f193a6 Darius_BA_Swipe_01
85f19213 Darius_BA_Swipe_02
d0870b2d Darius_E_Axegrab_Collision
470e0a37 Darius_E_Cast
6c383d9b Darius_E_ClawMarks
b76105e1 Darius_E_Tar_Unit_Trail
afd5cc47 Darius_E_tar
415e70ae Darius_E_tar_02
dd310008 Darius_P_Child_Enraged
474453a6 Darius_P_Child_OrbFlame
865afc7f Darius_P_Child_smoke
5dc3f70f Darius_P_Light
4320f37e Darius_P_Light_Max
a6c31a0d Darius_P_Pool_Smoke
35fbf322 Darius_P_axe_handle
3cfdca79 Darius_P_axe_tip
19d10ef5 Darius_P_enraged
ce30f85c Darius_P_enraged_Thrusters
5c4d4391 Darius_P_enraged_Thrusters_R
0c8e0fc9 Darius_P_enraged_shoulder_L
068e0657 Darius_P_enraged_shoulder_R
d2e7fe3f Darius_P_nova
2a394b94 Darius_Passive_Child
55b36cfd Darius_Q_Activate
f5bad906 Darius_Q_Heal
a91b66f6 Darius_Q_Ring
dd4a5d18 Darius_Q_Ring_Windup
bd83d02b Darius_Q_tar
262c0d5c Darius_Q_tar_inner
8809c3ed Darius_R_Cast_Wolf
80887d41 Darius_R_Jump_Cloud
28b29bba Darius_R_Ready
e048a298 Darius_R_Tar_Backboard
b09b2e32 Darius_R_Thruster
3ca0777f Darius_R_Thruster_R
f9ff66b1 Darius_R_Thruster_axe
ff1115d9 Darius_R_Trail
e6a8d19e Darius_R_blood_spatter_self
02fd2f9f Darius_R_cast_axe
a51b7bf1 Darius_R_nova
5933a5da Darius_R_tar
5c82db1d Darius_R_tar_02
5b82d98a Darius_R_tar_03
5682d1ab Darius_R_tar_04
edc750b4 Darius_Recall_Thruster_axe
9c2d720d Darius_W_Atomic_Mist
881390a0 Darius_W_Atomic_Mist_02
89139233 Darius_W_Atomic_Mist_03
8e139a12 Darius_W_Atomic_Mist_04
f083530d Darius_W_Cast
632456e3 Darius_W_Weapon_Child
4f3ad105 Darius_W_tar
eae99af0 Darius_W_weapon_01
ede99fa9 Darius_W_weapon_02
de0d4fd5 Darius_W_weapon_02_Norse_King
ece99e16 Darius_W_weapon_03
efe9a2cf Darius_W_weapon_04
8e05e36f Darius_Z_Death
44c0cde7 Darius_Z_Idle_Glow
64dc061d Darius_Z_Idle_Shoulder_L
66dc0943 Darius_Z_Idle_Shoulder_R
f1dde1b2 Darius_Z_Recall_Gem
5516334c Darius_Z_Recall_Ground
0e261b79 Darius_Z_Recall_Impact
f9802d81 Darius_Z_SpawnIn
1afa454c Darius_Z_Throne_Burst
35c66df8 Darius_Z_Wolf_Trail
64433fc1 Darius_e_activate_zaunKnight
20109f8a Darius_hemo_Child
095d16ef Darius_hemo_Max_Child
eb2d6282 Darius_hemo_counter_01
ea2d60ef Darius_hemo_counter_02
e92d5f5c Darius_hemo_counter_03
e82d5dc9 Darius_hemo_counter_04
e72d5c36 Darius_hemo_counter_05
45e29ac4 Darius_passive_overhead_max_stack
7c799240 DarkStarBonus
2ea6dba2 Dark_Body
ba19f094 DarkinFlatDamage
0dc830bb DarkinOmnivamp
7c957a96 DarkinPercentDamage
565732f1 Darkstar
9bac4188 DarkstarHookPost
2f2244e4 Darkstar_Design_Base
e74538a9 Darkstar_Design_Base_2
e6453716 Darkstar_Design_Base_3
0179def5 Dash
749bb86d DashAttack
bd471b30 DashDamage
9a14d685 DashRangeBonus
3b26e559 DashRangeTooltip
53d67ad0 DashSpeed
c530611f Dash_Hit
fafd7f61 Dash_In
23d05f44 Dash_Loop
a62940e2 Dash_Out
5becad3c Dash_To_RunE
d83bd839 Dash_Windup
ba145dc8 DataCooldown
03907b27 DawnbringerPercentHealing
7fb6d810 DawnbringerPercentHealthThreshold
f9f4a5d3 Deactivate
b6786a4e Deactivate_Idle
3320df15 Deactivated
bd28bd4d Death
46224eed Death2
f138015c DeathEffect
f4323a6b DeathFX
4b723935 DeathHide
e820de66 DeathIn
82844b83 DeathLoop
113f2ac4 DeathMesh
bcf25d27 DeathParticle
da736269 DeathScreen
eaedbc1c DeathStreakPenalty
4f636547 DeathVfx
9276bb99 Death_01
a7263e6f Death_Anim
59082430 Death_Audio
0747a527 Death_Avatar
ed749d7b Death_Base
c0239990 Death_Beard
9b1d476a Death_Body
394a801a Death_Bow
ac236dee Death_Caster
f7f2fb82 Death_Closed
76a3bf65 Death_Dissolve
fc80d8cb Death_Effect
6b21f188 Death_Effigies
bc85fd77 Death_Egg
5682a85b Death_Empty
462b2720 Death_Fade
c1f379e6 Death_GA
645e9711 Death_GA_Respawn
92da661e Death_Hair
aadc9d03 Death_INTO_Idle
06d49238 Death_INTO_PassiveIdle
3872ed67 Death_INTO_PassiveRun
6d5456da Death_INTO_Run
d9eb7d7d Death_Ice
d480b2a0 Death_Idle
cd161d79 Death_In
af5dcd10 Death_Intro
36fa7cec Death_Loop
b6a82ccc Death_Low
8793f076 Death_Open
746a5e68 Death_Particle
5e722481 Death_Particles
71620723 Death_Passive
765e1564 Death_Portal
74b509af Death_Run
bbfe4589 Death_Skirt
cf6a8ca5 Death_Splash
2e4bc5ff Death_Unite
abca7dbe Death_Vfx
a2aa4831 Death_Water
74b9fa4d DeathmarkBase
628267ef DebtAccumulationStartsAtMinute
67e72ce3 DebuffDuration
5864ed98 Debug
6ad59cd8 DecayPerSecond
14416b1f DecayRate
88bab0cf DeerVfx
933b5bde Default
a2cd83b0 DefaultBilgewater
432d61f2 DefaultGeometry
4ba8ac5e DefaultLighting
578b55e6 DefaultVFX
fcb1179c Default_Camouflage_Arc_Revealer_Enemy
5149c2ea Default_Camouflage_Ring
515c7783 Default_Camouflage_Ring_Revealed
5f0c52ec Default_Camouflage_Ring_Revealer_Ally
3c980b77 Default_Camouflage_Ring_Revealer_Enemy_Low
f65f6cce Default_Camouflage_Ring_Revealer_Pulse_Ally
1f9dbc6c Default_Camouflage_Ring_Revealer_Pulse_Enemy
257f5ea9 Default_Camouflage_Ring_Timer_10s
830398ac DefenderBonusArmor
1848d006 DefenseBonus
589ea6c0 DefensePercent
0bca9660 Defenses
4ed1f1d8 Delay
0648f467 DelayBeforeBurst
188c0b1e DelayBetweenBuffs
17f82fb1 DelayTime
ca38f8d4 DelayedDamage
9c1ddbb9 DelayedMagicDamage
f3846c24 DemonTrigger
9814679b DemonTrigger_To_Idle
17cd3572 DemonTrigger_To_Run
0a77aa3b DemonWindup
f4b977c0 DemonflareDamageBase
050b1575 DemonflareDamageTotal
bec86c6b DemonflareTotalDamage
fee32e4d Demonsword_Channel
4f9f4eb1 Demonsword_Channel_Windup
cb7a1895 Design_Base
6eb137d6 Design_Base_Set7_DragonResort
61d0ef7d Design_BattleCity
edc9a498 Design_Data
90d11322 Design_DragonBathHouse
49720b57 Design_LandmarksOfRuneterra_Night
ee0d495f Design_NoxusRing
7f154c44 Design_SamuraiDuel
edf86d1b Design_Snow
2a369f58 Design_SoulFighter
53e2f40c Design_SpaceBattle
356150b3 Design_StarGuardian
a165f64e Design_VillainLab
6787f476 Design_VillainMeetingRoom_Day
9a1b4555 Design_VillainMeetingRoom_Dusk
1bf48de2 Design_VillainMeetingRoom_Night
ccc14100 Despawn_Loop
c45b6745 Destroy
4ae1fb4c Destroyed
9b90a9dc Destroyed_Caps
70ed38c6 DetainDuration
f0461ffd Detect_Loop
9beac831 Detonate
ba80e021 DetonationDamage
52894027 Diana_BA1
42d3e3dd Diana_BA1_Decal
538941ba Diana_BA2
c8fee988 Diana_BA2_Decal
5489434d Diana_BA3
a0811273 Diana_BA3_Decal
18f18675 Diana_BA3_Decal_Orig
f90e0d60 Diana_BA3_Decal_Test
631ef816 Diana_BA3_Decal_Test2
641ef9a9 Diana_BA3_Decal_Test3
922f67e0 Diana_BA_Tar
0a7274ad Diana_Death
663a0cbf Diana_Death_Mesh
2b905055 Diana_Death_sfx_01
66420406 Diana_E_Cas
db5009cc Diana_E_MeshOverlay
8d369453 Diana_E_Precas
2c648a54 Diana_E_Tar
ce062718 Diana_E_hit_tar_01
56a40bef Diana_Emote_Dance_sfx_01
49532dd6 Diana_Emote_Taunt_sfx_01
03ec317f Diana_Emote_joke_sfx_01
55105672 Diana_Hair_Test
05dbe1c0 Diana_Hair_Test_Geo
69210f4f Diana_P
640968ad Diana_P_Buf
e1afbd0a Diana_P_Buf_Body
26bac59c Diana_P_Hair
24664c01 Diana_P_NecklaceGlow
37f12090 Diana_P_SwordGlow
7e9ed33e Diana_Q_End
2ae7b694 Diana_Q_Mis
2a0e6398 Diana_Q_Moonlight
fff1b7c0 Diana_Q_Moonlight_Champ
b926f7af Diana_Q_Moonlight_Champ_Self
a038def7 Diana_Q_Moonlight_Self
17a8ddd0 Diana_Q_Tar
5e76b85f Diana_Q_Trail
25718a93 Diana_Q_Trail_Outer
c02cfef3 Diana_R_Cas
adaed459 Diana_R_Dash_Start
0a23733b Diana_R_End
23c0630b Diana_R_Indicator_Red
c413410d Diana_R_Tar
e097ecad Diana_R_Teleport_Success
d160a011 Diana_R_explosion
581560e2 Diana_Recall_End
be3824d6 Diana_Recall_Ground
07350918 Diana_Recall_Hand
b9d53a0d Diana_Recall_HandSlam
7a36bbdf Diana_Recall_Hand_Start
9ccd1738 Diana_Recall_beam_strt_sfx_01
0b7a17fa Diana_Recall_strt_sfx_01
4a01508f Diana_Skin25_R_Hit_Child
20f4b524 Diana_Skin25_Recall_Gem01
9102aa0d Diana_Skin25_Recall_GroundSlap
4f28adba Diana_Skin25_Recall_SigilFull01
faeaca5a Diana_Skin25_Recall_SigilMiddle01
320eb570 Diana_Skin25_Recall_SigilSide01
eba18810 Diana_Skin47_Idle_Hair_Aurora_01
eea18cc9 Diana_Skin47_Idle_Hair_Aurora_02
351d8518 Diana_W_Cas
8f70ed68 Diana_W_Orb
5a2a075a Diana_W_Orb_End
83cd48ef Diana_W_Refreshed
7727e482 Diana_W_Shield
f3961682 Diana_W_Tar
a8e80bd2 Diana_Z_Glow_Child
0ca5afe9 Diana_Z_IdleCaustics
c4e57a11 Diana_Z_IdleNecklaceGlow
ab9a5860 Diana_Z_IdleSwordGlow
6917577f Diana_Z_RecallWhirlpool
cc154f01 Diana_Z_SwordSwipeTrail
a147d100 Diana_recall_Spirit
e449b074 Diana_recall_poofHand
08b304f9 Diana_recall_removeMask
9b501853 DieVfx
a9e01039 DiminuendoShrinkAndWeakenPercent
465e03a0 Dirt
cded8c63 Disable
2bd7dcb7 DisableDuration
827aac32 DisableFogOfWar
de701e55 DisableInGameChatConsole
d29691dd DisableScoreboard
51cd5315 DisabledOnFIRSTBLOODMode
ea747a03 DisarmDuration
72186272 DisguisePassiveCooldown
456040a4 Disk
6ef9d284 DiskSpin
6eb0069d DiskSpinOnce
c65a0285 DismountedMS
c13a9c51 DismountedQDamage
9c9da487 DisplayPercentDamage
50e0bb84 DistanceToTower
771423f7 Dive_In
7f6e217c Dive_Out
da8b61e3 Dive_Out_To_Idle
b155bdd8 DmgReduction
f1ba18e0 DoTBaseDamage
6b321491 DoTDamage
232c53d0 Dodge
c4b5579c DodgeChance
852a9a90 DodgeDuration
cb270598 DodgeIncrease
84ad216e DoomBots
dc04827d DoomBotsBossTeemo_AttackFireball
d67c63cc DoomBotsBossTeemo_AttackFireball_Impact
f06a653b DoomBotsBossTeemo_BA_cas
7de64031 DoomBotsBossTeemo_BA_mis
d3b11135 DoomBotsBossTeemo_BA_tar
52be8810 DoomBotsBossTeemo_E_Poison
c338b903 DoomBotsBossTeemo_E_Poison_Child_Explode
c0dfe0a9 DoomBotsBossTeemo_E_cas
336405b3 DoomBotsBossTeemo_E_mis
7683e657 DoomBotsBossTeemo_E_tar
d5cdfb56 DoomBotsBossTeemo_FlameCrown
1ca53d92 DoomBotsBossTeemo_P_Buf
ccf4897e DoomBotsBossTeemo_P_cas
e7267ba5 DoomBotsBossTeemo_Q_cas
846c5f28 DoomBotsBossTeemo_Q_debuf
029b7ea7 DoomBotsBossTeemo_Q_mis
c583eedb DoomBotsBossTeemo_Q_tar
7e481fc7 DoomBotsBossTeemo_R_GroundImpact_Dust
9dbe50de DoomBotsBossTeemo_R_Mis
e691263b DoomBotsBossTeemo_R_Mis_Bounce
c8e69303 DoomBotsBossTeemo_R_Mis_Short
cfccf7a3 DoomBotsBossTeemo_R_bounce_sound
7849b60a DoomBotsBossTeemo_R_tar
054df82c DoomBotsBossTeemo_W_Buf_Weapon
fcd9a617 DoomBotsBossTeemo_W_buf
2fa08c3f DoomBotsBossTeemo_W_buf2
6dfdb98c DoomBots_Annie_W_cas_Left
f7656e11 DoomBots_Brand_W_POF_charge
cf48129c DoomBots_Brand_W_POF_tar
529eefe1 DoomBots_Cauldron
263c7468 DoomBots_Leona_W_cas_minions
e16b4673 DoomCD
332399be DoransItems
c715147e Dormant
68daea61 Dormant_Loop
880b6b9c DotDamageBase
08d03268 DotDamageCalc
5a70d6be DotDamagePercent
78455c80 DotDuration
c71688c3 DotPercentRefund
decaa57c DotPercentTooltip
5f402f41 DotPercentTotal
2dfca249 DoubledShieldAmount
678fef52 DrMundo_BA_tar_01
b35265e1 DrMundo_BA_tar_crit_01
dca01a8d DrMundo_Base_BA_Swipe_1
d9a015d4 DrMundo_Base_BA_Swipe_2
fca4feb6 DrMundo_E_cas
e5607230 DrMundo_E_cas_01
b81f8c90 DrMundo_E_tar_hit_01
e4066eda DrMundo_Q_01_tar
4856992b DrMundo_Q_02_tar
577c235c DrMundo_Q_03_tar
da0d9a05 DrMundo_Q_04_tar
4184659f DrMundo_Q_ChildTrail
f04699f7 DrMundo_Q_Mis01
f1469b8a DrMundo_Q_Mis02
f2469d1d DrMundo_Q_Mis03
eb469218 DrMundo_Q_Mis04
05c51349 DrMundo_Q_Tar_Cleaver
2e6e48d7 DrMundo_Q_Tar_Cleaver_Killed
c0e6d4da DrMundo_Q_Weapon01
bfe6d347 DrMundo_Q_Weapon02
bee6d1b4 DrMundo_Q_Weapon03
bde6d021 DrMundo_Q_Weapon04
dae9fa36 DrMundo_Q_mis_01
651f2702 DrMundo_Q_tar_01
b172c336 DrMundo_Q_tar_sfx_01
403c79f0 DrMundo_R_Heal
d781b603 DrMundo_R_cas
45524fe7 DrMundo_R_cas_01
4652517a DrMundo_R_cas_02
337b708b DrMundo_R_tar_hit_01
6d518474 DrMundo_Recall_1
8f2f12a6 DrMundo_Skin10_BA_Swipe_1
8e2f1113 DrMundo_Skin10_BA_Swipe_2
5fc7f9a2 DrMundo_Skin10_Idle_Arrow
a96661a7 DrMundo_Skin10_R_buf_child
7220ccdc DrMundo_Skin10_Recall_Arm_Glow_01
7520d195 DrMundo_Skin10_Recall_Arm_Glow_02
051c3518 DrMundo_Skin10_Recall_Body_Glow
2ba806df DrMundo_Skin10_Recall_Face_Glow
015b47b2 DrMundo_Skin10_Recall_Flash
006ec043 DrMundo_Skin10_Recall_Hand_Glow_01
be6b0b69 DrMundo_Skin10_Recall_Hand_Glow_01_end
016ec1d6 DrMundo_Skin10_Recall_Hand_Glow_02
7eb414d8 DrMundo_Skin10_Recall_Hand_Glow_02_end
7d1e3f1c DrMundo_Skin10_Recall_Shard_Crush
ab04cc59 DrMundo_Skin10_Recall_Shrink
d6f621ca DrMundo_Skin10_Recall_Winddown_Face_glow
3b55bbce DrMundo_Skin10_Recall_Winddown_Shrink
5340f6d8 DrMundo_Skin10_Recall_Winddown_Spear
3d5e8961 DrMundo_Skin10_Recall_swirls_child
f77e667a DrMundo_W_Global_Freeze
78f26572 DrMundo_W_Tar
57516ba8 DrMundo_W_cas
8469afca DrMundo_W_cas_01
65ea324d DrMundo_W_cas_child
f810361e Dragon
15f0791a DragonAir
3b78a571 DragonAirMinimap
4fd21416 DragonBaseBonus
cebf74b3 DragonDamagePerSecondCalc
b9f87bee DragonDamagePerTickCalc
fb18b452 DragonDamageTotalCalc
548da40a DragonEarth
ecc30ee1 DragonEarthMinimap
ace01ae2 DragonElder
4ba7ed59 DragonElderMinimap
94378fe8 DragonExplosionCalc
bc0a85e2 DragonFire
efb2d659 DragonFireMinimap
1f62dc0d DragonLimit
3e94333a DragonSnap
7e6172e9 DragonWater
a5ebc698 DragonWaterMinimap
03eb0adc Dragon_Back
b9be7264 Dragon_Indicator_Chemtech
7ee49a16 Dragon_Indicator_Hextech
badbcaee Dragon_On
ed994506 Dragon_Show
957d23e3 Dragon_Win
b411d7af Dragon_WinSteak
ee85ad97 Dragons
23b27020 DrainCalc
7d17fa89 DrainDamageCalc
c7086e8d DravenPassiveGoldEarned
35bead73 DravenPassiveHighestBounty
b94c7695 Draven_BA2_Mis
8b663c4d Draven_BA_Mis
e159afc1 Draven_BA_Tar
5de0ccf8 Draven_Crit_Mis
6a798424 Draven_Crit_Tar
3c9a3fd3 Draven_E_Tar
e4cbc71f Draven_E_mis
5eec49ec Draven_P
2b15d3b6 Draven_P_Recall_Puff_Large
aaa5c21a Draven_P_Recall_Puff_Small
3683168b Draven_P_lesser
a68384a7 Draven_Q_Alt_mis
1c85567c Draven_Q_Crit_Mis
e20544eb Draven_Q_Mis
fa66c97a Draven_Q_ReticleCatchSuccess
d5457e4f Draven_Q_Tar
96790fa0 Draven_Q_activation
2a67c7dd Draven_Q_buf
ca7d9299 Draven_Q_catch_indicator
c4a1caa0 Draven_Q_reticle
c1642ccf Draven_Q_reticle_self
6dd304ce Draven_R_Tar
3eabf16a Draven_R_UltTrail
a366a97c Draven_R_cas
6b46dd0a Draven_R_cas_ground
192f44f4 Draven_R_cas_left
3154c4a1 Draven_R_cas_right
30bb7502 Draven_R_mis
a2c006ab Draven_Recall_Rays_01
bc904459 Draven_Skin13_Idle_Hair_Reactor_00
ba866f49 Draven_Skin20_Idle_Weapon_Glow
16da21c0 Draven_Skin29_Idle_Weapon_Glow
6265235c Draven_Skin29_Z_Recall_Bottle_Glow
0f97a958 Draven_Skin29_Z_Recall_Snake
6d7756ac Draven_W_attack_buf
c858df8d Draven_W_move_buf
54b68119 Draven_Z_Larm
383e0717 Draven_Z_Rarm
dbb1a8d5 Draven_Z_head
db73ceb2 Draven_Z_pelvis
661a487d Draven_Z_weaponglow01
631a43c4 Draven_Z_weaponglow02
e3614d47 DroolDrops
7b369855 DroolTrail
b8705dd9 DropChancePercent
67deaf34 DuelistMaxStacks
835c3290 DuelistStackingAttackSpeed
578a157f DummyPrefix_Yorick_E_Tar
93837c15 Duo_Recall
546b6bfd Duo_Recall_Ready
02390400 Duo_Recall_Unto
2fa0fd0d Duration
75fd67f5 DurationIncrease
45035bf1 DurationOfEffect
ec2615e8 DurationTooltip
ca0b3ba5 Dust
71fd92a8 Dust_Kick
02a70103 DynamicRangeIncrease
8e266472 E1Damage
c51e9cf3 E2Damage
ce18ca7a E2DamageCalc
5ea5cfa0 EBaseDamage
afc47051 EDamage
3c18a928 EDamageCalc
ff083465 EFFECTS
e48d9230 EMarkBonus
292b45f1 EPassiveScalingExecute
9d64e518 EPassiveTotalDamage
1901e3b2 EShieldBaseHealth
92ef9cd5 EShieldBonusHealthRatio
113ed447 EShieldbADRatio
0cf2fb71 ETotalShieldHealth
deb68e57 EUltBaseDamage
65d3bc16 EUltDamage
72a68728 EXP
181d36ac E_Attack1
1b1d3b65 E_Attack2
9cea7d51 E_Attack_to_Run
ed0534f8 E_Broken
75e06ad4 E_Catch
2c1d00c0 E_Evo2_Slime
fd826a43 E_Idle_in
9530d531 E_Run_Homeguard
88540b53 E_Run_to_Run01
b2ca6b70 E_Spell1
e146a893 E_Spell1_to_Run_-90
addfd1a1 E_Spell1_to_Run_0
d2406732 E_Spell1_to_Run_90
b5ca7029 E_Spell2
6fec222a E_Spell2_to_Idle
9472bf87 E_WIND_STRONG
6334e854 E_WarpToIdle
189fb466 E_cas
6c6e2525 Eat
da4c459a EchoPercentTooltipOnly
41aff25d EchoTADScalar
54aa4d6a EdgeDamageReduction
f7fca3fb EdgeOfNightVFX
439457c7 EffigyDuration
a13cb3fa EggTurns
978f68c0 Egg_Below
d2857089 Ekko_BA_Attack_P_1
cf856bd0 Ekko_BA_Attack_P_2
d0856d63 Ekko_BA_Attack_P_3
6d8628e3 Ekko_BA_Hit_Tar
1f97d88e Ekko_BA_Trail_1
1e97d6fb Ekko_BA_Trail_2
1d97d568 Ekko_BA_Trail_3
f430be15 Ekko_Crit_Attack
2eb5ffc9 Ekko_Dance_Lights
85077af6 Ekko_Dance_Sparks
946f9cd8 Ekko_Death_ActivateDevice
a4e04de2 Ekko_Death_Avatar
b2ec3c8e Ekko_Death_DisappearFlash
96ee8f82 Ekko_Death_Lights
0e3fbc05 Ekko_E_Appear
45925b5d Ekko_E_Blur
3c96b4f2 Ekko_E_Child
f3cdeb1d Ekko_E_Indicator
2c303901 Ekko_E_Roll_Blur
1ab1f143 Ekko_E_Tar
907f6afb Ekko_E_Vanish
5a9da9cc Ekko_E_Weapon_Glow
60c0acf0 Ekko_I_Weapon_Glow
f1a54c15 Ekko_Joke_Avatar
6d852607 Ekko_Joke_FlashSmoke
